State,Agency Type,Agency Name,Population1,Total Offenses
NEW HAMPSHIRE,State Police,Grafton County,,172
NEW HAMPSHIRE,State Police,Hillsborough County,,61
NEW HAMPSHIRE,State Police,Merrimack County,,164
NEW HAMPSHIRE,State Police,Rockingham County,,264
NEW HAMPSHIRE,State Police,Strafford County,,87
NEW HAMPSHIRE,State Police,Sullivan County,,116
NEW HAMPSHIRE,Other,Liquor Commission,,78
NEW MEXICO,Cities,Albuquerque,"560,235","72,914"
NEW MEXICO,Cities,Las Cruces,"102,203","9,987"
NORTH DAKOTA,Cities,Arnegard,158,19
NORTH DAKOTA,Cities,Belfield,"1,006",45
NORTH DAKOTA,Cities,Berthold,503,109
NORTH DAKOTA,Cities,Beulah,"3,288",79
NORTH DAKOTA,Cities,Bismarck,"74,644","6,927"
NORTH DAKOTA,Cities,Bowman,"1,661",57
NORTH DAKOTA,Cities,Burlington,"1,227",29
NORTH DAKOTA,Cities,Cavalier,"1,264",28
NORTH DAKOTA,Cities,Devils Lake,"7,314",778
NORTH DAKOTA,Cities,Dickinson,"22,878","1,505"
NORTH DAKOTA,Cities,Ellendale,"1,158",24
NORTH DAKOTA,Cities,Emerado,453,29
NORTH DAKOTA,Cities,Fargo,"124,906","10,354"
NORTH DAKOTA,Cities,Fessenden,449,10
NORTH DAKOTA,Cities,Grafton,"4,216",236
NORTH DAKOTA,Cities,Grand Forks,"57,662","3,814"
NORTH DAKOTA,Cities,Harvey,"1,715",42
NORTH DAKOTA,Cities,Hazen,"2,366",7
NORTH DAKOTA,Cities,Jamestown,"15,378","1,113"
NORTH DAKOTA,Cities,Kenmare,"1,027",15
NORTH DAKOTA,Cities,Killdeer,"1,219",69
NORTH DAKOTA,Cities,Lincoln,"3,956",133
NORTH DAKOTA,Cities,Lisbon,"2,063",104
NORTH DAKOTA,Cities,Mandan,"22,743","2,030"
NORTH DAKOTA,Cities,Medora,135,0
NORTH DAKOTA,Cities,Minot,"48,829","2,927"
NORTH DAKOTA,Cities,Napoleon,773,18
NORTH DAKOTA,Cities,New Town,"2,626",162
NORTH DAKOTA,Cities,Northwood,897,12
NORTH DAKOTA,Cities,Oakes,"1,703",29
NORTH DAKOTA,Cities,Powers Lake,284,6
NORTH DAKOTA,Cities,Ray,813,9
NORTH DAKOTA,Cities,Rolla,"1,314",34
NORTH DAKOTA,Cities,Rugby,"2,679",74
NORTH DAKOTA,Cities,Stanley,"2,883",38
NORTH DAKOTA,Cities,Steele,716,16
NORTH DAKOTA,Cities,Surrey,"1,453",45
NORTH DAKOTA,Cities,Thompson,"1,014",2
NORTH DAKOTA,Cities,Tioga,"1,542",57
NORTH DAKOTA,Cities,Valley City,"6,423",448
NORTH DAKOTA,Cities,Wahpeton,"7,836",469
NORTH DAKOTA,Cities,Watford City,"7,931",593
NORTH DAKOTA,Cities,West Fargo,"37,385","1,791"
NORTH DAKOTA,Cities,Williston,"27,390","2,465"
NORTH DAKOTA,Cities,Wishek,927,14
NORTH DAKOTA,Universities and Colleges,Bismarck State College,"5,067",2
NORTH DAKOTA,Universities and Colleges,North Dakota State College of Science,"3,683",20
NORTH DAKOTA,Universities and Colleges,North Dakota State University,"15,816",157
NORTH DAKOTA,Universities and Colleges,University of North Dakota,"18,104",325
NORTH DAKOTA,Metropolitan Counties,Burleigh,,"1,431"
NORTH DAKOTA,Metropolitan Counties,Cass,,777
NORTH DAKOTA,Metropolitan Counties,Grand Forks,,629
NORTH DAKOTA,Metropolitan Counties,Morton,,342
NORTH DAKOTA,Metropolitan Counties,Oliver,,10
NORTH DAKOTA,Nonmetropolitan Counties,Adams,,67
NORTH DAKOTA,Nonmetropolitan Counties,Barnes,,48
NORTH DAKOTA,Nonmetropolitan Counties,Benson,,52
NORTH DAKOTA,Nonmetropolitan Counties,Billings,,25
NORTH DAKOTA,Nonmetropolitan Counties,Bottineau,,183
NORTH DAKOTA,Nonmetropolitan Counties,Bowman,,19
NORTH DAKOTA,Nonmetropolitan Counties,Burke,,24
NORTH DAKOTA,Nonmetropolitan Counties,Cavalier,,45
NORTH DAKOTA,Nonmetropolitan Counties,Dickey,,40
NORTH DAKOTA,Nonmetropolitan Counties,Divide,,27
NORTH DAKOTA,Nonmetropolitan Counties,Dunn,,163
NORTH DAKOTA,Nonmetropolitan Counties,Eddy,,110
NORTH DAKOTA,Nonmetropolitan Counties,Emmons,,85
NORTH DAKOTA,Nonmetropolitan Counties,Foster,,26
NORTH DAKOTA,Nonmetropolitan Counties,Golden Valley,,2
NORTH DAKOTA,Nonmetropolitan Counties,Grant,,18
NORTH DAKOTA,Nonmetropolitan Counties,Griggs,,24
NORTH DAKOTA,Nonmetropolitan Counties,Hettinger,,72
NORTH DAKOTA,Nonmetropolitan Counties,Kidder,,12
NORTH DAKOTA,Nonmetropolitan Counties,Lamoure,,38
NORTH DAKOTA,Nonmetropolitan Counties,Logan,,11
NORTH DAKOTA,Nonmetropolitan Counties,McHenry,,123
NORTH DAKOTA,Nonmetropolitan Counties,McIntosh,,10
NORTH DAKOTA,Nonmetropolitan Counties,McKenzie,,604
NORTH DAKOTA,Nonmetropolitan Counties,McLean,,404
NORTH DAKOTA,Nonmetropolitan Counties,Mercer,,147
NORTH DAKOTA,Nonmetropolitan Counties,Mountrail,,155
NORTH DAKOTA,Nonmetropolitan Counties,Nelson,,77
NORTH DAKOTA,Nonmetropolitan Counties,Pembina,,172
NORTH DAKOTA,Nonmetropolitan Counties,Pierce,,68
NORTH DAKOTA,Nonmetropolitan Counties,Ramsey,,166
NORTH DAKOTA,Nonmetropolitan Counties,Ransom,,70
NORTH DAKOTA,Nonmetropolitan Counties,Renville,,42
NORTH DAKOTA,Nonmetropolitan Counties,Richland,,405
NORTH DAKOTA,Nonmetropolitan Counties,Rolette,,103
NORTH DAKOTA,Nonmetropolitan Counties,Sargent,,93
NORTH DAKOTA,Nonmetropolitan Counties,Sheridan,,34
NORTH DAKOTA,Nonmetropolitan Counties,Sioux,,10
NORTH DAKOTA,Nonmetropolitan Counties,Slope,,0
NORTH DAKOTA,Nonmetropolitan Counties,Stark,,221
NORTH DAKOTA,Nonmetropolitan Counties,Steele,,21
NORTH DAKOTA,Nonmetropolitan Counties,Stutsman,,177
NORTH DAKOTA,Nonmetropolitan Counties,Towner,,103
NORTH DAKOTA,Nonmetropolitan Counties,Traill,,267
NORTH DAKOTA,Nonmetropolitan Counties,Walsh,,249
NORTH DAKOTA,Nonmetropolitan Counties,Ward,,661
NORTH DAKOTA,Nonmetropolitan Counties,Wells,,53
NORTH DAKOTA,Nonmetropolitan Counties,Williams,,617
NORTH DAKOTA,State Police,North Dakota Highway Patrol,,"1,239"
OHIO,Cities,Ada,"5,556",48
OHIO,Cities,Akron,"197,690","23,512"
OHIO,Cities,Alliance,"21,723","1,928"
OHIO,Cities,Amelia,"4,994",222
OHIO,Cities,American Township,"12,094",201
OHIO,Cities,Amherst,"12,100",467
OHIO,Cities,Archbold,"4,302",134
OHIO,Cities,Ashland,"20,446","1,315"
OHIO,Cities,Ashville,"4,162",84
OHIO,Cities,Athens,"25,356",834
OHIO,Cities,Aurora,"16,047",292
OHIO,Cities,Austintown,"35,029","1,420"
OHIO,Cities,Barberton,"26,060","2,604"
OHIO,Cities,Barnesville,"4,064",148
OHIO,Cities,Batavia,"1,674",474
OHIO,Cities,"Bath Township, Summit County","9,689",256
OHIO,Cities,Bazetta Township,"5,565",241
OHIO,Cities,Beachwood,"11,681",714
OHIO,Cities,Beaver Township,"6,437",210
OHIO,Cities,Beavercreek,"47,203","2,160"
OHIO,Cities,Bellaire,"4,083",246
OHIO,Cities,Bellbrook,"7,256",150
OHIO,Cities,Bellefontaine,"13,137",542
OHIO,Cities,Bellville,"1,867",102
OHIO,Cities,Belpre,"6,402",282
OHIO,Cities,Bethel,"2,796",213
OHIO,Cities,Bexley,"13,893",701
OHIO,Cities,Blanchester,"4,246",267
OHIO,Cities,Blue Ash,"12,227",665
OHIO,Cities,Bowling Green,"32,017","1,540"
OHIO,Cities,Brecksville,"13,652",290
OHIO,Cities,Bridgeport,"1,756",89
OHIO,Cities,Broadview Heights,"19,236",136
OHIO,Cities,Brunswick,"34,954",800
OHIO,Cities,Brunswick Hills Township,"10,418",194
OHIO,Cities,Bucyrus,"11,741",796
OHIO,Cities,Butler Township,"7,802",750
OHIO,Cities,Campbell,"7,844",109
OHIO,Cities,Canal Fulton,"5,450",182
OHIO,Cities,Canfield,"7,220",247
OHIO,Cities,Canton,"70,605","9,506"
OHIO,Cities,Carey,"3,564",97
OHIO,Cities,Carlisle,"5,393",63
OHIO,Cities,Chagrin Falls,"3,973",81
OHIO,Cities,Chillicothe,"21,441","3,359"
OHIO,Cities,Cincinnati2,"301,952",
OHIO,Cities,Circleville,"13,993","1,261"
OHIO,Cities,"Clay Township, Montgomery County","4,238",93
OHIO,Cities,Clearcreek Township,"15,765",164
OHIO,Cities,Cleveland,"384,666","55,178"
OHIO,Cities,Coitsville Township,"1,331",111
OHIO,Cities,Coldwater,"4,515",119
OHIO,Cities,Columbiana,"6,218",105
OHIO,Cities,Columbus2,"892,576",
OHIO,Cities,Commercial Point,"1,636",54
OHIO,Cities,Conneaut,"12,616",568
OHIO,Cities,Cortland,"6,759",151
OHIO,Cities,Covington,"2,666",79
OHIO,Cities,Crestline,"4,396",211
OHIO,Cities,Danville,"1,003",83
OHIO,Cities,Dayton,"140,094","16,245"
OHIO,Cities,Defiance,"16,620",772
OHIO,Cities,Dennison,"2,607",135
OHIO,Cities,Dover,"12,752",325
OHIO,Cities,Dublin,"48,570","1,109"
OHIO,Cities,Englewood,"13,474",624
OHIO,Cities,Euclid,"47,048","3,428"
OHIO,Cities,Fairborn,"33,604","2,118"
OHIO,Cities,Fairfax,"1,709",397
OHIO,Cities,Fairfield Township,"22,789","1,174"
OHIO,Cities,Fairview Park,"16,248",325
OHIO,Cities,Fayette,"1,246",46
OHIO,Cities,Findlay,"41,351","3,045"
OHIO,Cities,Fredericktown,"2,498",118
OHIO,Cities,Gahanna,"35,596","1,494"
OHIO,Cities,Galion,"9,957",708
OHIO,Cities,Gallipolis,"3,402",707
OHIO,Cities,Garrettsville,"2,315",58
OHIO,Cities,Geneva-on-the-Lake,"1,202",111
OHIO,Cities,Georgetown,"4,282",500
OHIO,Cities,Germantown,"5,499",153
OHIO,Cities,Girard,"9,304",726
OHIO,Cities,"Goshen Township, Clermont County","16,177",586
OHIO,Cities,"Goshen Township, Mahoning County","3,110",173
OHIO,Cities,Grafton,"5,953",81
OHIO,Cities,Grandview Heights,"7,977",285
OHIO,Cities,Granville,"5,787",87
OHIO,Cities,Greenfield,"4,543",451
OHIO,Cities,Greenhills,"3,595",72
OHIO,Cities,Grove City,"41,833","2,716"
OHIO,Cities,Groveport,"5,656",307
OHIO,Cities,Hamilton,"62,059","6,697"
OHIO,Cities,"Hamilton Township, Warren County","23,330",263
OHIO,Cities,Heath,"10,774",973
OHIO,Cities,Hilliard,"37,184","1,279"
OHIO,Cities,Hillsboro,"6,499",366
OHIO,Cities,Holland,"1,645",624
OHIO,Cities,Howland Township,"16,449",655
OHIO,Cities,Huber Heights,"37,969","2,063"
OHIO,Cities,Hudson,"22,242",241
OHIO,Cities,Huron,"6,893",241
OHIO,Cities,Independence,"7,135",313
OHIO,Cities,Ironton,"10,666",539
OHIO,Cities,Jackson,"6,231",343
OHIO,Cities,"Jackson Township, Mahoning County","2,026",85
OHIO,Cities,"Jackson Township, Montgomery County","3,674",64
OHIO,Cities,"Jackson Township, Stark County","40,416","2,277"
OHIO,Cities,Jamestown,"2,098",137
OHIO,Cities,Johnstown,"5,054",129
OHIO,Cities,Kenton,"8,114",714
OHIO,Cities,Lakemore,"3,074",213
OHIO,Cities,Lakewood,"50,078","1,711"
OHIO,Cities,Lancaster,"40,498","4,086"
OHIO,Cities,Lawrence Township,"8,273",203
OHIO,Cities,Lebanon,"20,696","1,006"
OHIO,Cities,Lexington,"4,666",56
OHIO,Cities,Liberty Township,"11,456",443
OHIO,Cities,Lisbon,"2,653",71
OHIO,Cities,Lithopolis,"1,651",73
OHIO,Cities,Lockland,"3,462",301
OHIO,Cities,Logan,"7,059",815
OHIO,Cities,London,"10,175",689
OHIO,Cities,Lordstown,"3,252",125
OHIO,Cities,Loudonville,"2,621",147
OHIO,Cities,Louisville,"9,347",311
OHIO,Cities,Loveland,"12,876",303
OHIO,Cities,Lyndhurst,"13,519",384
OHIO,Cities,Macedonia,"12,056",676
OHIO,Cities,"Madison Township, Franklin County","19,241",321
OHIO,Cities,"Madison Township, Lake County","15,626",507
OHIO,Cities,Mansfield,"45,941","7,611"
OHIO,Cities,Marietta,"13,618",529
OHIO,Cities,Marion,"35,885","3,184"
OHIO,Cities,Martins Ferry,"6,624",273
OHIO,Cities,Mason,"33,583",712
OHIO,Cities,Massillon,"32,361","1,831"
OHIO,Cities,Maumee,"13,720",798
OHIO,Cities,McArthur,"1,646",107
OHIO,Cities,McConnelsville,"1,775",89
OHIO,Cities,Mechanicsburg,"1,589",93
OHIO,Cities,Medina,"26,128",674
OHIO,Cities,Medina Township,"9,004",203
OHIO,Cities,Mentor,"47,118","2,140"
OHIO,Cities,Mentor-on-the-Lake,"7,399",211
OHIO,Cities,"Miami Township, Clermont County","42,493","1,183"
OHIO,Cities,"Miami Township, Montgomery County","29,065","1,655"
OHIO,Cities,Miamisburg,"19,954","1,303"
OHIO,Cities,Middleport,"2,435",109
OHIO,Cities,Milford,"6,914",524
OHIO,Cities,Milton Township,"2,446",67
OHIO,Cities,Monroe,"16,310",860
OHIO,Cities,Montgomery,"10,807",255
OHIO,Cities,Montpelier,"3,934",443
OHIO,Cities,Montville Township,"11,831",175
OHIO,Cities,Mount Orab,"3,485",332
OHIO,Cities,Mount Vernon,"16,607","1,216"
OHIO,Cities,Munroe Falls,"5,064",122
OHIO,Cities,Napoleon,"8,236",558
OHIO,Cities,Navarre,"1,893",73
OHIO,Cities,Nelsonville,"5,278",330
OHIO,Cities,New Albany,"11,192",432
OHIO,Cities,Newark,"49,687","4,611"
OHIO,Cities,New Boston,"2,103",577
OHIO,Cities,New Franklin,"14,157",349
OHIO,Cities,New Lebanon,"3,983",215
OHIO,Cities,New Lexington,"4,697",318
OHIO,Cities,New Philadelphia,"17,445",586
OHIO,Cities,New Richmond,"2,683",205
OHIO,Cities,Newton Falls,"4,516",252
OHIO,Cities,Niles,"18,370","1,197"
OHIO,Cities,North Canton,"17,265",635
OHIO,Cities,Northfield,"3,668",141
OHIO,Cities,North Olmsted,"31,653",889
OHIO,Cities,North Royalton,"30,324",914
OHIO,Cities,Northwood,"5,421",336
OHIO,Cities,Norton,"12,003",663
OHIO,Cities,Norwalk,"16,800",927
OHIO,Cities,Norwood,"19,976","1,504"
OHIO,Cities,Oak Hill,"1,512",58
OHIO,Cities,Ontario,"6,056",488
OHIO,Cities,Oregon,"19,922","1,399"
OHIO,Cities,Orrville,"8,472",346
OHIO,Cities,Ottawa,"4,346",44
OHIO,Cities,Ottawa Hills,"4,472",85
OHIO,Cities,Owensville,821,48
OHIO,Cities,Oxford,"23,038",919
OHIO,Cities,Oxford Township,"2,210",90
OHIO,Cities,Parma,"78,968","3,505"
OHIO,Cities,Pepper Pike,"6,309",106
OHIO,Cities,"Perry Township, Columbiana County","4,324",62
OHIO,Cities,"Perry Township, Franklin County","3,773",63
OHIO,Cities,Perrysburg,"21,585",509
OHIO,Cities,Perrysburg Township,"12,935",363
OHIO,Cities,Pickerington,"20,716",694
OHIO,Cities,Pierce Township,"11,669",516
OHIO,Cities,Pioneer,"1,399",56
OHIO,Cities,Piqua,"21,056","2,284"
OHIO,Cities,Poland Township,"11,888",165
OHIO,Cities,Poland Village,"2,432",58
OHIO,Cities,Port Clinton,"5,899",479
OHIO,Cities,Portsmouth,"20,473","2,386"
OHIO,Cities,Powell,"13,455",250
OHIO,Cities,Reynoldsburg,"38,126","2,607"
OHIO,Cities,Riverside,"25,083",663
OHIO,Cities,Rocky River,"20,253",233
OHIO,Cities,Ross Township,"8,879",217
OHIO,Cities,Russell Township,"5,216",25
OHIO,Cities,Sabina,"2,546",186
OHIO,Cities,Sagamore Hills,"10,956",84
OHIO,Cities,Salem,"11,710",829
OHIO,Cities,Salineville,"1,228",66
OHIO,Cities,Sandusky,"24,700","2,688"
OHIO,Cities,Sebring,"4,217",244
OHIO,Cities,Seven Hills,"11,662",108
OHIO,Cities,Shawnee Township,"12,061",340
OHIO,Cities,Sheffield Lake,"8,954",172
OHIO,Cities,Shelby,"8,984",549
OHIO,Cities,Sidney,"20,537","1,961"
OHIO,Cities,Solon,"22,948",516
OHIO,Cities,Somerset,"1,459",45
OHIO,Cities,South Bloomfield,"1,998",127
OHIO,Cities,South Euclid,"21,539",764
OHIO,Cities,Springboro,"18,789",383
OHIO,Cities,"Springfield Township, Mahoning County","6,448",201
OHIO,Cities,"Springfield Township, Summit County","14,572","1,516"
OHIO,Cities,St. Marys,"8,127",372
OHIO,Cities,Streetsboro,"16,411",495
OHIO,Cities,Struthers,"10,193",390
OHIO,Cities,Sugarcreek Township,"8,412",523
OHIO,Cities,Swanton,"3,900",207
OHIO,Cities,Sylvania Township,"29,574","1,357"
OHIO,Cities,Tipp City,"9,995",487
OHIO,Cities,Toledo4,"275,023",
OHIO,Cities,Toronto,"4,776",106
OHIO,Cities,Trotwood,"24,380","2,086"
OHIO,Cities,Troy,"25,960","1,565"
OHIO,Cities,Uhrichsville,"5,343",188
OHIO,Cities,"Union Township, Clermont County","48,187","2,541"
OHIO,Cities,Uniontown,"3,349",183
OHIO,Cities,Upper Arlington,"35,572",708
OHIO,Cities,Upper Sandusky,"6,497",364
OHIO,Cities,Urbana,"11,337","1,093"
OHIO,Cities,Utica,"2,220",76
OHIO,Cities,Van Wert,"10,631",909
OHIO,Cities,Vermilion,"10,436",289
OHIO,Cities,Village of Leesburg,"1,301",116
OHIO,Cities,Wadsworth,"23,744","1,170"
OHIO,Cities,Wapakoneta,"9,771",438
OHIO,Cities,Warren,"39,280","4,363"
OHIO,Cities,Warren Township,"5,110",207
OHIO,Cities,Washington Court House,"14,210","1,313"
OHIO,Cities,Waterville,"5,490",69
OHIO,Cities,Wauseon,"7,345",483
OHIO,Cities,Waverly,"4,295",302
OHIO,Cities,Wellston,"5,506",471
OHIO,Cities,West Chester Township,"62,063","3,198"
OHIO,Cities,Westerville,"40,225","1,939"
OHIO,Cities,West Jefferson,"4,375",181
OHIO,Cities,West Union,"3,141",49
OHIO,Cities,Whitehall,"19,024","3,216"
OHIO,Cities,Whitehouse,"4,823",90
OHIO,Cities,Wickliffe,"12,734",938
OHIO,Cities,Willard,"6,022",446
OHIO,Cities,Williamsburg,"2,564",167
OHIO,Cities,Willoughby,"22,949","1,055"
OHIO,Cities,Wilmington,"12,386","1,322"
OHIO,Cities,Windham,"2,199",52
OHIO,Cities,Wintersville,"3,700",111
OHIO,Cities,Woodlawn,"3,298",179
OHIO,Cities,Wooster,"26,688","2,296"
OHIO,Cities,Wyoming,"8,554",194
OHIO,Cities,Xenia,"26,691","2,176"
OHIO,Cities,Yellow Springs,"3,768",206
OHIO,Cities,Youngstown,"64,282","5,596"
OHIO,Cities,Zanesville,"25,371","2,268"
OHIO,Universities and Colleges,Bowling Green State University,"20,395",295
OHIO,Universities and Colleges,Capital University,"3,974",63
OHIO,Universities and Colleges,"Ohio State University, Columbus","64,723","1,271"
OHIO,Universities and Colleges,University of Akron,"24,339",235
OHIO,Universities and Colleges,University of Toledo,"23,248",474
OHIO,Metropolitan Counties,Belmont,,922
OHIO,Metropolitan Counties,Clark,,"1,468"
OHIO,Metropolitan Counties,Clermont,,"2,808"
OHIO,Metropolitan Counties,Delaware,,"2,826"
OHIO,Metropolitan Counties,Fairfield,,"2,598"
OHIO,Metropolitan Counties,Fulton,,606
OHIO,Metropolitan Counties,Geauga,,515
OHIO,Metropolitan Counties,Greene,,940
OHIO,Metropolitan Counties,Hocking,,"1,320"
OHIO,Metropolitan Counties,Jefferson,,268
OHIO,Metropolitan Counties,Lawrence,,"1,348"
OHIO,Metropolitan Counties,Lorain,,"1,305"
OHIO,Metropolitan Counties,Lucas,,"2,411"
OHIO,Metropolitan Counties,Madison,,847
OHIO,Metropolitan Counties,Medina,,153
OHIO,Metropolitan Counties,Miami,,"1,228"
OHIO,Metropolitan Counties,Montgomery,,"3,312"
OHIO,Metropolitan Counties,Perry,,362
OHIO,Metropolitan Counties,Pickaway,,"1,409"
OHIO,Metropolitan Counties,Richland,,"2,346"
OHIO,Metropolitan Counties,Stark,,"3,863"
OHIO,Metropolitan Counties,Summit,,"2,353"
OHIO,Metropolitan Counties,Trumbull,,504
OHIO,Metropolitan Counties,Union,,623
OHIO,Metropolitan Counties,Warren,,"1,934"
OHIO,Metropolitan Counties,Wood,,964
OHIO,Nonmetropolitan Counties,Adams,,476
OHIO,Nonmetropolitan Counties,Ashland,,552
OHIO,Nonmetropolitan Counties,Ashtabula,,"1,426"
OHIO,Nonmetropolitan Counties,Athens,,660
OHIO,Nonmetropolitan Counties,Champaign,,510
OHIO,Nonmetropolitan Counties,Clinton,,351
OHIO,Nonmetropolitan Counties,Columbiana,,889
OHIO,Nonmetropolitan Counties,Coshocton,,853
OHIO,Nonmetropolitan Counties,Crawford,,277
OHIO,Nonmetropolitan Counties,Defiance,,479
OHIO,Nonmetropolitan Counties,Erie,,672
OHIO,Nonmetropolitan Counties,Fayette,,"1,248"
OHIO,Nonmetropolitan Counties,Gallia,,929
OHIO,Nonmetropolitan Counties,Hancock,,439
OHIO,Nonmetropolitan Counties,Hardin,,252
OHIO,Nonmetropolitan Counties,Henry,,352
OHIO,Nonmetropolitan Counties,Highland,,896
OHIO,Nonmetropolitan Counties,Jackson,,683
OHIO,Nonmetropolitan Counties,Knox,,"1,059"
OHIO,Nonmetropolitan Counties,Logan,,455
OHIO,Nonmetropolitan Counties,Marion,,"1,640"
OHIO,Nonmetropolitan Counties,Meigs,,561
OHIO,Nonmetropolitan Counties,Mercer,,297
OHIO,Nonmetropolitan Counties,Monroe,,382
OHIO,Nonmetropolitan Counties,Morgan,,462
OHIO,Nonmetropolitan Counties,Noble,,93
OHIO,Nonmetropolitan Counties,Pike,,992
OHIO,Nonmetropolitan Counties,Preble,,699
OHIO,Nonmetropolitan Counties,Putnam,,383
OHIO,Nonmetropolitan Counties,Ross,,"2,417"
OHIO,Nonmetropolitan Counties,Scioto,,"1,574"
OHIO,Nonmetropolitan Counties,Shelby,,396
OHIO,Nonmetropolitan Counties,Tuscarawas,,758
OHIO,Nonmetropolitan Counties,Van Wert,,473
OHIO,Nonmetropolitan Counties,Vinton,,410
OHIO,Nonmetropolitan Counties,Washington,,821
OHIO,Nonmetropolitan Counties,Wayne,,"1,469"
OHIO,Nonmetropolitan Counties,Wyandot,,72
OHIO,State Police,Ohio State Highway Patrol,,"8,512"
OHIO,Other,Cleveland Metropolitan Park District,,586
OHIO,Other,Greater Cleveland Regional Transit Authority,,556
OHIO,Other,Hamilton County Park District,,131
OHIO,Other,Ohio Department of Natural Resources,,"1,050"
OKLAHOMA,Cities,Achille,531,11
OKLAHOMA,Cities,Allen,929,22
OKLAHOMA,Cities,Altus,"18,712","1,098"
OKLAHOMA,Cities,Alva,"5,112",189
OKLAHOMA,Cities,Amber,456,2
OKLAHOMA,Cities,Anadarko,"6,598",864
OKLAHOMA,Cities,Antlers,"2,300",53
OKLAHOMA,Cities,Apache,"1,411",51
OKLAHOMA,Cities,Arkoma,"1,894",15
OKLAHOMA,Cities,Atoka,"3,086",247
OKLAHOMA,Cities,Avant,302,2
OKLAHOMA,Cities,Barnsdall,"1,160",23
OKLAHOMA,Cities,Beaver,"1,391",4
OKLAHOMA,Cities,Beggs,"1,245",45
OKLAHOMA,Cities,Bernice,577,32
OKLAHOMA,Cities,Big Cabin,252,64
OKLAHOMA,Cities,Binger,642,10
OKLAHOMA,Cities,Bixby,"27,654","1,019"
OKLAHOMA,Cities,Blackwell,"6,684",426
OKLAHOMA,Cities,Blanchard,"8,886",294
OKLAHOMA,Cities,Boise City,"1,071",19
OKLAHOMA,Cities,Bokoshe,492,14
OKLAHOMA,Cities,Boley,"1,176",7
OKLAHOMA,Cities,Bristow,"4,214",400
OKLAHOMA,Cities,Broken Bow,"4,069",624
OKLAHOMA,Cities,Cache,"2,864",168
OKLAHOMA,Cities,Caddo,"1,076",22
OKLAHOMA,Cities,Calera,"2,338",76
OKLAHOMA,Cities,Caney,198,41
OKLAHOMA,Cities,Canton,594,29
OKLAHOMA,Cities,Carnegie,"1,664",51
OKLAHOMA,Cities,Carney,662,30
OKLAHOMA,Cities,Cashion,864,16
OKLAHOMA,Cities,Cement,484,14
OKLAHOMA,Cities,Chandler,"3,127",153
OKLAHOMA,Cities,Chattanooga,448,9
OKLAHOMA,Cities,Checotah,"3,138",331
OKLAHOMA,Cities,Chelsea,"1,913",149
OKLAHOMA,Cities,Cherokee,"1,568",42
OKLAHOMA,Cities,Choctaw,"12,724",492
OKLAHOMA,Cities,Chouteau,"2,076",161
OKLAHOMA,Cities,Clayton,793,14
OKLAHOMA,Cities,Clinton,"9,163",516
OKLAHOMA,Cities,Coalgate,"1,827",37
OKLAHOMA,Cities,Colcord,836,112
OKLAHOMA,Cities,Collinsville,"7,098",279
OKLAHOMA,Cities,Comanche,"1,554",110
OKLAHOMA,Cities,Cordell,"2,757",115
OKLAHOMA,Cities,Covington,538,0
OKLAHOMA,Cities,Coweta,"9,706",571
OKLAHOMA,Cities,Crescent,"1,539",77
OKLAHOMA,Cities,Cushing,"7,687",614
OKLAHOMA,Cities,Cyril,"1,032",23
OKLAHOMA,Cities,Davenport,823,34
OKLAHOMA,Cities,Davis,"2,861",265
OKLAHOMA,Cities,Depew,483,37
OKLAHOMA,Cities,Dewar,862,15
OKLAHOMA,Cities,Dewey,"3,477",169
OKLAHOMA,Cities,Dibble,862,98
OKLAHOMA,Cities,Dickson,"1,252",17
OKLAHOMA,Cities,Drumright,"2,832",183
OKLAHOMA,Cities,Duncan,"22,351","1,486"
OKLAHOMA,Cities,Earlsboro,647,8
OKLAHOMA,Cities,Edmond,"93,557","3,736"
OKLAHOMA,Cities,Eldorado,415,0
OKLAHOMA,Cities,Elgin,"3,279",12
OKLAHOMA,Cities,Elk City,"11,544",579
OKLAHOMA,Cities,Elmore City,711,37
OKLAHOMA,Cities,Erick,993,7
OKLAHOMA,Cities,Eufaula,"2,898",228
OKLAHOMA,Cities,Fairfax,"1,287",40
OKLAHOMA,Cities,Fairview,"2,623",113
OKLAHOMA,Cities,Fletcher,"1,139",6
OKLAHOMA,Cities,Forest Park,"1,080",18
OKLAHOMA,Cities,Fort Gibson,"4,021",145
OKLAHOMA,Cities,Fort Towson,492,56
OKLAHOMA,Cities,Frederick,"3,603",301
OKLAHOMA,Cities,Gans,300,1
OKLAHOMA,Cities,Geary,"1,271",116
OKLAHOMA,Cities,Goodwell,"1,307",28
OKLAHOMA,Cities,Gore,945,51
OKLAHOMA,Cities,Grandfield,949,21
OKLAHOMA,Cities,Granite,"1,972",25
OKLAHOMA,Cities,Grove,"7,122",559
OKLAHOMA,Cities,Guthrie,"11,519",829
OKLAHOMA,Cities,Guymon,"11,546",500
OKLAHOMA,Cities,Harrah,"6,504",388
OKLAHOMA,Cities,Hartshorne,"1,952",84
OKLAHOMA,Cities,Haskell,"1,940",16
OKLAHOMA,Cities,Healdton,"2,708",101
OKLAHOMA,Cities,Heavener,"3,272",75
OKLAHOMA,Cities,Hennessey,"2,223",62
OKLAHOMA,Cities,Henryetta,"5,628",367
OKLAHOMA,Cities,Hinton,"3,247",73
OKLAHOMA,Cities,Hobart,"3,476",155
OKLAHOMA,Cities,Holdenville,"5,514",179
OKLAHOMA,Cities,Hollis,"1,872",132
